id,name,size,admis_num,admis_percent,cost_gen,cost_instate,cost_outstate,location,majors,ranking,testscores,avg_gpa,completion_percent,ctype,med_debt
,Clarkson University,3091,4888.349999999999,0.71,70228,-1,-1,"Potsdam, NY","[""Accounting and Finance\nAerospace, Aeronautical and Astronautical/Space Engineering\nApplied Mathematics, General\nBiology/Biological Sciences, General\nBusiness Administration and Management, General\nChemical Engineering\nChemistry, General\nCivil Engineering, General\nComputer Engineering, General\nComputer Graphics\nComputer Science\nComputer Software Engineering\nEconometrics and Quantitative Economics\nElectrical and Electronics Engineering\nEngineering, General\nEngineering/Industrial Management\nEntrepreneurship/Entrepreneurial Studies\nEnvironmental Science"",""Environmental Toxicology\nEnvironmental/Environmental Health Engineering\nHistory, General\n Humanities/Humanistic Studies\nLiberal Arts and Sciences/Liberal Studies\nLogistics, Materials, and Supply Chain Management\nManagement Information Systems, General\nMathematics and Computer Science\nMathematics, General\nMechanical Engineering\nMolecular Biochemistry\nMulti-/Interdisciplinary Studies, Other\nPhysics, General\nPolitical Science and Government, General\nPsychology, General\nSocial Sciences, General\nSociology\nSpeech Communication and Rhetoric""]",205,"{""avg_gpa"":3.7,""sat_math"":{""avg"":-1,""lrange"":""590"",""rrange"":""690""},""sat_ebrw"":{""avg"":""620"",""lrange"":""570"",""rrange"":""660""},""act_composite"":{""avg"":""27"",""lrange"":""24"",""rrange"":""30""}}",,0.59,Private non-profit,31000
,Colgate University,2958,2429,0.25,75050,-1,-1,"Hamilton, NY","[""American Indian/Native American Studies\nAncient/Classical Greek Language and Literature\nAnthropology\nApplied Mathematics, General\nArea Studies, Other\nArt/Art Studies, General\nAsian Studies/Civilization\nAstrophysics\nBiochemistry\nBiology/Biological Sciences, General\nChemistry, General\nChinese Language and Literature\nClassical, Ancient Mediterranean and Near Eastern Studies and Archaeology\nClassics and Classical Languages, Literatures, and Linguistics, General\nComputer Science\nDrama and Dramatics/Theatre Arts, General\nEconometrics and Quantitative Economics\nEconomics, General\nEducation, General\nEnglish Language and Literature, General\nEnvironmental Science\nEnvironmental Studies\nFilm/Cinema/Video Studies\nFrench Language and Literature\nGeography\nGeology/Earth Science, General\nGerman Language and Literature"",""History, General\nHumanities/Humanistic Studies\nInternational Relations and Affairs\nJapanese Language and Literature\nLatin American Studies\nLatin Language and Literature\nMathematics and Computer Science\nMathematics, General\n Molecular Biology\nMusic, General\nNatural Sciences\nNear and Middle Eastern Studies\nNeuroscience\nPeace Studies and Conflict Resolution\nPhilosophy\nPhilosophy and Religious Studies, General\nPhysical Sciences\nPhysics, General\nPolitical Science and Government, General\nPsychology, General\nReligion/Religious Studies\nResearch and Experimental Psychology, Other\nRussian, Central European, East European and Eurasian Studies\nSocial Sciences, General\nSociology\nSpanish Language and Literature\nWomen's Studies""]",48,"{""avg_gpa"":3.72,""sat_math"":{""avg"":-1,""lrange"":""670"",""rrange"":""780""},""sat_ebrw"":{""avg"":""689"",""lrange"":""650"",""rrange"":""730""},""act_composite"":{""avg"":""32"",""lrange"":""31"",""rrange"":""34""}}",,0.83,Private non-profit,24243
,Colorado College,2114,1282.8,0.15,73850,-1,-1,"Colorado Springs, CO","[""Anthropology\nArt History, Criticism and Conservation\nAsian Studies/Civilization\nBiochemistry\nCell/Cellular and Molecular Biology\nChemistry, General\nClassics and Classical Languages, Literatures, and Linguistics, General\nComparative Literature\nComputer and Information Sciences, Other\nCreative Writing\nDance, General\nDrama and Dramatics/Theatre Arts, General\nEcology and Evolutionary Biology\nEconometrics and Quantitative Economics\nEconomics, General\nEconomics, Other\nEducation, General\nEnglish Language and Literature, General\nEnvironmental Science\nEnvironmental Studies\nEthnic, Cultural Minority, Gender, and Group Studies, Other\n Film/Cinema/Video Studies\nFine/Studio Arts, General\nFrench Language and Literature\nFrench Studies"",""Geology/Earth Science, General\nGerman Language and Literature\nHispanic-American, Puerto Rican, and Mexican-American/Chicano Studies\nHistory, General\nInternational Economics\nItalian Language and Literature\nItalian Studies\nLiberal Arts and Sciences, General Studies and Humanities, Other\nMathematics and Computer Science\nMathematics, General\nMulti-/Interdisciplinary Studies, Other\nMuseology/Museum Studies\nMusic, General\nNeuroscience\nPhilosophy\nPhysics, General\nPolitical Science and Government, General\nPsychology, General\nRegional Studies (U.S., Canadian, Foreign)\nReligion/Religious Studies\nRussian Studies\nSociology\nSpanish Language and Literature\nWomen's Studies""]",111,"{""avg_gpa"":-1,""sat_math"":{""avg"":-1,""lrange"":""650"",""rrange"":""750""},""sat_ebrw"":{""avg"":""685"",""lrange"":""650"",""rrange"":""720""},""act_composite"":{""avg"":""31"",""lrange"":""29"",""rrange"":""33""}}",,0.83,Private non-profit,23714
,DePaul University,14507,17794.920000000002,0.68,59406,-1,-1,"Chicago, IL","[""Accounting\nActing\nActuarial Science\nAfrican-American/Black Studies\nAmerican/United States Studies/Civilization\nAnimation, Interactive Technology, Video Graphics and Special Effects\nAnthropology\nArabic Language and Literature\nArchitectural History and Criticism, General\nArt History, Criticism and Conservation\nArt Teacher Education\nArt/Art Studies, General\nBiochemistry\nBiology/Biological Sciences, General\nBusiness Administration and Management, General\nBusiness/Managerial Economics\nChemistry, General\nChinese Studies\nCinematography and Film/Video Production\nClinical Laboratory Science/Medical Technology/Technologist\nCommunication and Media Studies, Other\nCommunication, General\n Computer Graphics\nComputer Programming, Specific Applications\nComputer Programming/Programmer, General\nComputer Science\nComputer Software and Media Applications, Other\nComputer Systems Networking and Telecommunications\nComputer and Information Sciences and Support Services, Other\nComputer and Information Systems Security/Information Assurance\nCriminology\nDrama and Dramatics/Theatre Arts, General\nDramatic/Theatre Arts and Stagecraft, Other\nEarly Childhood Education and Teaching\nEast Asian Studies\nEconomics, General\nEducation, Other\nElementary Education and Teaching\nEnglish Language and Literature, General\nEnvironmental Science\nFinance, General\nFine and Studio Arts Management\nForeign Language Teacher Education\nFrench Language and Literature\nGame and Interactive Media Design\nGeneral Studies\nGeographic Information Science and Cartography\nGeography\nGerman Language and Literature\nGraphic Design\nHealth Professions and Related Clinical Sciences, Other"",""Health Services/Allied Health/Health Sciences, General\nHistory, General\nHospitality Administration/Management, General\nInformation Science/Studies\nInformation Technology\nInternational Relations and Affairs\nInternational and Intercultural Communication\nIslamic Studies\nItalian Language and Literature\nJazz/Jazz Studies\nJournalism\nJunior High/Intermediate/Middle School Education and Teaching\nKinesiology and Exercise Science\nLatin American Studies\nManagement Information Systems, General\nManagement Science\nMarketing/Marketing Management, General\nMass Communication/Media Studies\nMathematics and Computer Science\nMathematics, General\nMusic Management\nMusic Performance, General\nMusic Teacher Education\nMusic Theory and Composition\nMusic, General\nMusic, Other\nNeuroscience\nOrganizational Communication, General\nPeace Studies and Conflict Resolution\nPhilosophy\nPhysical Education Teaching and Coaching\nPhysics, General\nPlaywriting and Screenwriting\nPolitical Science and Government, General\nPsychology, General\nPublic Policy Analysis, General\nPublic Relations, Advertising, and Applied Communication, Other\nReal Estate\nRegistered Nursing/Registered Nurse\nReligion/Religious Studies\nRhetoric and Composition\nSecondary Education and Teaching\nSociology\nSpanish Language and Literature\nSpecial Education and Teaching, General\nSpeech Communication and Rhetoric\nTeacher Education, Multiple Levels\nTechnical Theatre/Theatre Design and Technology\nTheatre Literature, History and Criticism\nWomen's Studies""]",221,"{""avg_gpa"":3.67,""sat_math"":{""avg"":-1,""lrange"":""530"",""rrange"":""640""},""sat_ebrw"":{""avg"":""597"",""lrange"":""550"",""rrange"":""650""},""act_composite"":{""avg"":-1,""lrange"":-1,""rrange"":-1}}",,0.59,Private non-profit,29542
,DePauw University,2158,3465.9100000000003,0.67,67046,-1,-1,"Greencastle, IN","[""African-American/Black Studies\nAncient/Classical Greek Language and Literature\nAnthropology\nArt History, Criticism and Conservation\nAthletic Training/Trainer\nBiochemistry\nBiology/Biological Sciences, General\nChemistry, General\nClassics and Classical Languages, Literatures, and Linguistics, General\nComputer Science\nDrama and Dramatics/Theatre Arts, General\nEast Asian Studies\nEconomics, General\nEnglish Language and Literature, General\nEnvironmental Studies\nFine/Studio Arts, General\nFrench Language and Literature\nGeology/Earth Science, General\nGerman Language and Literature\nHistory, General\nKinesiology and Exercise Science\nLatin Language and Literature"",""Mass Communication/Media Studies\nMathematics, General\nMulti-/Interdisciplinary Studies, General\nMulti-/Interdisciplinary Studies, Other\nMusic Management\nMusic Performance, General\nMusic Teacher Education\nMusic Theory and Composition\nMusic, General\nPeace Studies and Conflict Resolution\nPhilosophy\nPhysical Education Teaching and Coaching\nPhysics, General\nPolitical Science and Government, General\nPsychology, General\nReligion/Religious Studies\nRomance Languages, Literatures, and Linguistics, General\nRussian Studies\nSociology\nSpanish Language and Literature\nWomen's Studies\nWriting, General""]",116,"{""avg_gpa"":3.78,""sat_math"":{""avg"":-1,""lrange"":-1,""rrange"":-1},""sat_ebrw"":{""avg"":-1,""lrange"":-1,""rrange"":-1},""act_composite"":{""avg"":-1,""lrange"":""24"",""rrange"":""29""}}",,0.75,Private non-profit,25813
,Drake University,3015,4682.4800000000005,0.68,58488,-1,-1,"Des Moines, IA","[""Accounting\nAccounting and Finance\nActing\nActuarial Science\nAdvertising\nAnthropology\nArt History, Criticism and Conservation\nArt/Art Studies, General\nAstronomy\nBiochemistry\nBiology/Biological Sciences, General\nBroadcast Journalism\nBusiness Administration and Management, General\nBusiness/Commerce, General\nChemistry, General\nCommercial and Advertising Art\nComputer Science\nDirecting and Theatrical Production\nDrama and Dramatics/Theatre Arts, General\nDramatic/Theatre Arts and Stagecraft, Other\nDrawing\nElementary Education and Teaching\nEnglish Language and Literature, General\nEnvironmental Science\nEnvironmental Studies\nEthics\nFinance, General\nFine/Studio Arts, General\nGraphic Design\nHistory, General\nInternational Business/Trade/Commerce\nInternational Relations and Affairs\n Jazz/Jazz Studies\nJournalism"",""Keyboard Instruments\nManagement Science\nMarketing/Marketing Management, General\nMass Communication/Media Studies\nMathematics, General\nMusic Management\nMusic Performance, General\nMusic Teacher Education\nMusic, General\nNeuroscience\nPainting\nPharmacy\nPharmacy Administration and Pharmacy Policy and Regulatory Affairs\nPhilosophy\nPhysics, General\nPolitical Science and Government, General\nPre-Dentistry Studies\nPre-Engineering\nPre-Law Studies\nPre-Medicine/Pre-Medical Studies\nPre-Veterinary Studies\nPrintmaking\nPsychology, General\nPublic Relations/Image Management\nRadio and Television\nRadio, Television, and Digital Communication, Other\nReligion/Religious Studies\nReligious/Sacred Music\nRhetoric and Composition\nSculpture\nSecondary Education and Teaching\nSociology\nVoice and Opera""]",208,"{""avg_gpa"":3.68,""sat_math"":{""avg"":-1,""lrange"":""560"",""rrange"":""680""},""sat_ebrw"":{""avg"":""628"",""lrange"":""580"",""rrange"":""680""},""act_composite"":{""avg"":""27"",""lrange"":""24"",""rrange"":""30""}}",,0.71,Private non-profit,34391
,Drexel University,15498,22478.66,0.79,72257,-1,-1,"Philadelphia, PA","[""Accounting\nAnthropology\nApplied and Professional Ethics\nArchitectural Engineering\nArchitecture\nArts, Entertainment, and Media Management, General\nBioengineering and Biomedical Engineering\nBiological and Physical Sciences\nBiology/Biological Sciences, General\nBusiness/Commerce, General\nChemical Engineering\nChemistry, General\nCinematography and Film/Video Production\nCivil Engineering, General\nCommunication, Journalism, and Related Programs, Other\nComputer Engineering, General\nComputer Science\nComputer Software Engineering\nComputer and Information Systems Security/Information Assurance\nConstruction Management\nCriminal Justice/Law Enforcement Administration\nCriminology\nCulinary Arts/Chef Training\nCustomer Service Management\nDance, Other\nDesign and Applied Arts, Other\nEconometrics and Quantitative Economics\nEconomics, General\nElectrical and Electronics Engineering\nElementary Education and Teaching\nEngineering Technology, General\nEngineering, General\nEnglish Language and Literature/Letters, Other\nEntrepreneurship/Entrepreneurial Studies\nEnvironmental Science\nEnvironmental Studies\nEnvironmental/Environmental Health Engineering\nFashion/Apparel Design\nFinance, General\nGame and Interactive Media Design"",""General Studies\nGeology/Earth Science, General\nGraphic Design\nHealth/Health Care Administration/Management\nHistory, General\nHotel/Motel Administration/Management\nHumanities/Humanistic Studies\nIndustrial and Product Design\nInformatics\nInformation Science/Studies\nInterior Design\nInternational Business/Trade/Commerce\nInternational/Global Studies\nLegal Professions and Studies, Other\nLiberal Arts and Sciences, General Studies and Humanities, Other\nLiberal Arts and Sciences/Liberal Studies\nManagement Information Systems, General\nMarketing/Marketing Management, General\nMaterials Engineering\nMathematics, General\nMechanical Engineering\nMulti-/Interdisciplinary Studies, General\nMusic Management\nNutrition Sciences\nOperations Management and Supervision\nPhilosophy\nPhotography\nPhysics, Other\nPlaywriting and Screenwriting\nPolitical Science and Government, General\nPsychology, General\nPublic Health, General\nReal Estate\nRegistered Nursing/Registered Nurse\nSecondary Education and Teaching\nSociology\nSport and Fitness Administration/Management\nSubstance Abuse/Addiction Counseling\nVisual and Performing Arts, General\nWeb Page, Digital/Multimedia and Information Resources Design""]",96,"{""avg_gpa"":3.66,""sat_math"":{""avg"":-1,""lrange"":""580"",""rrange"":""690""},""sat_ebrw"":{""avg"":-1,""lrange"":""580"",""rrange"":""670""},""act_composite"":{""avg"":""27"",""lrange"":""24"",""rrange"":""30""}}",,NaN,Private non-profit,NaN
,Eastern Illinois University,6012,3957.3999999999996,0.47,-1,24653,26933,"Charleston, IL","[""Accounting\nAdult and Continuing Education and Teaching\nAfrican-American/Black Studies\nArt/Art Studies, General\nAthletic Training/Trainer\nBiology/Biological Sciences, General\nBiotechnology\nBusiness Administration and Management, General\nChemistry, General\nClinical Laboratory Science/Medical Technology/Technologist\nCommunication Sciences and Disorders, General\nCommunication, General\nComputer Science\nComputer and Information Sciences, Other\nConstruction Management\nCriminal Justice/Police Science\nDigital Communication and Media/Multimedia\nDrama and Dramatics/Theatre Arts, General\nEconomics, General\nElementary Education and Teaching\nEngineering Technology, General\nEngineering, Other\nEnglish Language and Literature, General\nFamily and Consumer Sciences/Human Sciences, General\nFinance, General\n Foreign Languages and Literatures, General\nGeography\nGeology/Earth Science, General\nHealth Communication"",""Health Teacher Education\nHealth/Health Care Administration/Management\nHistory, General\nIndustrial Technology/Technician\nJournalism\nJunior High/Intermediate/Middle School Education and Teaching\nKindergarten/Preschool Education and Teaching\nKinesiology and Exercise Science\nLiberal Arts and Sciences/Liberal Studies\nManagement Science\nMarketing/Marketing Management, General\nMathematics and Computer Science\nMathematics, General\nMulti-/Interdisciplinary Studies, Other\nMusic, General\nNeuroscience\nParks, Recreation and Leisure Facilities Management, General\nPhilosophy\nPhysics, General\nPolitical Science and Government, General\nPsychology, General\nPublic Relations/Image Management\nRegistered Nursing/Registered Nurse\nScience Teacher Education/General Science Teacher Education\nSocial Science Teacher Education\nSociology\nSpecial Education and Teaching, General\nSport and Fitness Administration/Management\nTechnical Teacher Education""]",375,"{""avg_gpa"":3.15,""sat_math"":{""avg"":-1,""lrange"":""450"",""rrange"":""540""},""sat_ebrw"":{""avg"":-1,""lrange"":""470"",""rrange"":""570""},""act_composite"":{""avg"":""21"",""lrange"":""18"",""rrange"":""22""}}",,0.37,Public,28213
,Eastern Washington University,11410,5271.21,0.63,-1,23769,41265,"Cheney, WA","[""Accounting\nAdult and Continuing Education and Teaching\nAnthropology\nArt History, Criticism and Conservation\nArt Teacher Education\nAthletic Training/Trainer\nBiology Teacher Education\nBiology/Biological Sciences, General\nBusiness Administration and Management, General\nBusiness Teacher Education\nBusiness/Managerial Economics\nChemistry Teacher Education\nChemistry, General\nChild Development\nCinematography and Film/Video Production\nCity/Urban, Community and Regional Planning\nCommunity Health Services/Liaison/Counseling\nComputer and Information Sciences, General\nCounseling Psychology\nCriminology\nCurriculum and Instruction\nDental Hygiene/Hygienist\nDevelopmental and Child Psychology\nDrama and Dramatics/Theatre Arts, General\nEarly Childhood Education and Teaching\nEconomics, General\nEducation, General\nEducation/Teaching of Individuals in Early Childhood Special Education Programs\nEducational Leadership and Administration, General\nEducational/Instructional Technology\nElectrical and Electronics Engineering\nEngineering Technologies and Engineering-Related Fields, Other\nEnglish Language and Literature, General\nEnglish/Language Arts Teacher Education\nEnvironmental Science\nFilm/Cinema/Video Studies\nFinance, General\nFine/Studio Arts, General\nFrench Language Teacher Education\nFrench Language and Literature\nGeography\nGeology/Earth Science, General\nGraphic Communications, General\nGraphic Design\nHealth Information/Medical Records Administration/Administrator\nHealth Teacher Education\nHealth and Physical Education/Fitness, General"",""Health/Health Care Administration/Management\nHistory, General\nHuman Resources Management/Personnel Administration, General\nHumanities/Humanistic Studies\nInternational Relations and Affairs\nJournalism\nKinesiology and Exercise Science\nManagement Information Systems, General\nMarketing/Marketing Management, General\nMathematics Teacher Education\nMathematics, General\nMechanical Engineering\nMechanical Engineering/Mechanical Technology/Technician\nMulti-/Interdisciplinary Studies, Other\nMusic Teacher Education\nMusic, General\nOccupational Therapy/Therapist\nParks, Recreation and Leisure Facilities Management, General\nParks, Recreation and Leisure Studies\nPhilosophy\nPhysics Teacher Education\nPhysics, General\nPolitical Science and Government, General\n Professional, Technical, Business, and Scientific Writing\nPsychology, General\nPublic Administration\nPublic Health Education and Promotion\nReading Teacher Education\nRegistered Nursing/Registered Nurse\nSchool Psychology\nScience Teacher Education/General Science Teacher Education\nSocial Science Teacher Education\nSocial Studies Teacher Education\nSocial Work\nSocial Work, Other\nSocial and Philosophical Foundations of Education\nSociology\nSpanish Language Teacher Education\nSpanish Language and Literature\nSpecial Education and Teaching, General\nSpeech Communication and Rhetoric\nSpeech-Language Pathology/Pathologist\nTeacher Education, Multiple Levels\nTeaching English as a Second or Foreign Language/ESL Language Instructor\nTherapeutic Recreation/Recreational Therapy\nWomen's Studies""]",> 600,"{""avg_gpa"":3.21,""sat_math"":{""avg"":-1,""lrange"":""430"",""rrange"":""530""},""sat_ebrw"":{""avg"":-1,""lrange"":""440"",""rrange"":""550""},""act_composite"":{""avg"":-1,""lrange"":""17"",""rrange"":""23""}}",,0.24,Public,24877
,Florida Gulf Coast University,13820,8852.48,0.64,-1,19350,37487,"Fort Myers, FL","[""Accounting\nAnthropology\nArt/Art Studies, General\nAthletic Training/Trainer\nBiochemistry\nBioengineering and Biomedical Engineering\nBiology/Biological Sciences, General\nBiotechnology\nBusiness Administration and Management, General\nChemistry, General\nCivil Engineering, General\nClinical Laboratory Science/Medical Technology/Technologist\nCommunity Health and Preventive Medicine\nComputer Software Engineering\nComputer and Information Sciences, General\nCriminal Justice/Safety Studies\nDigital Communication and Media/Multimedia\nDrama and Dramatics/Theatre Arts, General\nEarly Childhood Education and Teaching\nEconomics, General\nElementary Education and Teaching\nEnglish Language and Literature, General\nEnvironmental Studies\nEnvironmental/Environmental Health Engineering\nFinance, General"",""Forensic Science and Technology\n Health Services/Allied Health/Health Sciences, General\nHistory, General\nKinesiology and Exercise Science\nLegal Assistant/Paralegal\nLiberal Arts and Sciences/Liberal Studies\nMarketing/Marketing Management, General\nMass Communication/Media Studies\nMathematics, General\nMulti-/Interdisciplinary Studies, General\nMusic Performance, General\nMusic Teacher Education\nMusic Therapy/Therapist\nPhilosophy\nPolitical Science and Government, General\nPsychology, General\nPublic Health, General\nRegistered Nursing/Registered Nurse\nResort Management\nSecondary Education and Teaching\nSocial Work\nSociology\nSpecial Education and Teaching, General\nSpeech Communication and Rhetoric\nWater, Wetlands, and Marine Resources Management""]",> 600,"{""avg_gpa"":3.86,""sat_math"":{""avg"":-1,""lrange"":""520"",""rrange"":""590""},""sat_ebrw"":{""avg"":""580"",""lrange"":""540"",""rrange"":""590""},""act_composite"":{""avg"":""23"",""lrange"":""21"",""rrange"":""25""}}",,0.21,Public,26488
,Fordham University,9645,21301.68,0.46,76891,-1,-1,"New York, NY","[""Accounting\nAccounting and Finance\nAfrican-American/Black Studies\nAmerican/United States Studies/Civilization\nAncient Studies/Civilization\nAnthropology\nArt History, Criticism and Conservation\nBiological and Physical Sciences\nBiology/Biological Sciences, General\nBusiness Administration and Management, General\nChemistry, General\nClassics and Classical Languages, Literatures, and Linguistics, General\nCommunication, General\nComparative Literature\nComputer and Information Sciences, General\nDance, General\nDigital Arts\nDigital Communication and Media/Multimedia\nDrama and Dramatics/Theatre Arts, General\nEconomics, General\nEngineering Physics/Applied Physics\nEnglish Language and Literature, General\nEnvironmental Science\nEnvironmental Studies\nFilm/Cinema/Video Studies\nFinance, General\nFine Arts and Art Studies, Other\nFrench Language and Literature\nFrench Studies\nGerman Language and Literature\nGerman Studies\nHistory, General"",""Humanities/Humanistic Studies\nInformation Science/Studies\nInternational Business/Trade/Commerce\nInternational Relations and Affairs\nItalian Language and Literature\nItalian Studies\nJournalism\nLatin American Studies\nMarketing/Marketing Management, General\nMathematics and Statistics, Other\nMathematics, General\nMedieval and Renaissance Studies\nMulti-/Interdisciplinary Studies, Other\nMusic, General\nNatural Sciences\nNear and Middle Eastern Studies\nNeuroscience\nPhilosophy\nPhysics, General\nPolitical Science and Government, General\nPre-Dentistry Studies\nPre-Law Studies\nPre-Medicine/Pre-Medical Studies\nPre-Veterinary Studies\nPsychology, General\nReligion/Religious Studies\nSocial Work\nSociology\nSpanish Language and Literature\nSpanish and Iberian Studies\nUrban Studies/Affairs\nWomen's Studies""]",176,"{""avg_gpa"":3.64,""sat_math"":{""avg"":-1,""lrange"":""630"",""rrange"":""730""},""sat_ebrw"":{""avg"":""666"",""lrange"":""620"",""rrange"":""700""},""act_composite"":{""avg"":""29"",""lrange"":""28"",""rrange"":""32""}}",,0.79,Private non-profit,37429
