userid,college,status
33_NH_169,University of Montana,accepted
33_NH_169,Mount Holyoke College,denied
33_NH_169,Colorado College,denied
33_NH_169,Smith College,denied
33_NH_169,Barnard College,denied
33_NH_169,Reed College,denied
33_NH_170,William Jewell College,accepted
33_NH_170,Lawrence Technological University,accepted
33_NH_170,Texas Tech University,accepted
33_NH_170,San Diego State University,accepted
33_NH_170,University of Montana,accepted
33_NH_170,Mount Holyoke College,denied
33_NH_170,Colorado College,denied
33_NH_170,Smith College,denied
33_NH_170,Barnard College,denied
33_NH_170,Reed College,denied
33_NH_171,William Jewell College,accepted
33_NH_171,Lawrence Technological University,accepted
33_NH_171,Texas Tech University,accepted
33_NH_171,San Diego State University,accepted
33_NH_171,University of Montana,accepted
33_NH_171,Mount Holyoke College,pending
33_NH_171,Colorado College,denied
33_NH_171,Smith College,pending
33_NH_171,Barnard College,denied
33_NH_171,Reed College,denied
33_NH_172,Roger Williams University,accepted
33_NH_172,Gordon College,accepted
33_NH_172,University of Kentucky,accepted
33_NH_172,Samford University,accepted
33_NH_172,University of Arkansas,accepted
33_NH_172,Smith College,denied
33_NH_172,Barnard College,denied
33_NH_172,Reed College,denied
33_NH_172,New York University,denied
33_NH_172,Eastern Washington University,pending
33_NH_173,Lawrence Technological University,accepted
33_NH_173,William Jewell College,accepted
33_NH_173,Siena College,accepted
33_NH_173,University of Maine,accepted
33_NH_173,Nova Southeastern University,accepted
33_NH_173,Mount Holyoke College,denied
33_NH_173,Colorado College,denied
33_NH_173,Smith College,denied
33_NH_173,Barnard College,denied
33_NH_173,Reed College,denied
33_NH_174,Samford University,accepted
33_NH_174,Gordon College,accepted
33_NH_174,Roger Williams University,accepted
33_NH_174,University of Kentucky,accepted
33_NH_174,University of Arkansas,accepted
33_NH_174,Eastern Washington University,accepted
33_NH_174,Smith College,denied
33_NH_174,Barnard College,denied
33_NH_174,Reed College,denied
33_NH_174,New York University,denied
33_NH_175,William Jewell College,accepted
33_NH_175,Lawrence Technological University,accepted
33_NH_175,Texas Tech University,accepted
33_NH_175,San Diego State University,accepted
33_NH_175,University of Montana,accepted
33_NH_175,Mount Holyoke College,denied
33_NH_175,Colorado College,denied
33_NH_175,Smith College,denied
33_NH_175,Barnard College,denied
33_NH_175,Reed College,denied
33_NH_176,Lawrence Technological University,pending
33_NH_176,William Jewell College,accepted
33_NH_176,Siena College,accepted
33_NH_176,Nova Southeastern University,accepted
33_NH_176,University of Maine,accepted
33_NH_176,Mount Holyoke College,denied
33_NH_176,Colorado College,denied
33_NH_176,Smith College,denied
33_NH_176,Barnard College,denied
33_NH_176,Reed College,denied
33_NH_177,William Jewell College,accepted
33_NH_177,Lawrence Technological University,accepted
33_NH_177,San Diego State University,accepted
33_NH_177,University of Arizona,accepted
33_NH_177,University of Houston,pending
33_NH_177,Mount Holyoke College,denied
33_NH_177,Colorado College,denied
33_NH_177,Smith College,denied
33_NH_177,Barnard College,denied
33_NH_177,Reed College,denied
33_NH_178,Lawrence Technological University,accepted
33_NH_178,William Jewell College,accepted
33_NH_178,Siena College,accepted
33_NH_178,Nova Southeastern University,accepted
33_NH_178,University of Maine,accepted
33_NH_178,Mount Holyoke College,denied
33_NH_178,Colorado College,denied
33_NH_178,Smith College,denied
33_NH_178,Barnard College,denied
33_NH_178,Reed College,denied
33_NH_179,Texas Tech University,accepted
33_NH_179,University of Montana,accepted
33_NH_179,University of Maine,accepted
33_NH_179,Utah State University,accepted
33_NH_179,Nova Southeastern University,accepted
33_NH_179,Mount Holyoke College,denied
33_NH_179,Colorado College,denied
33_NH_179,Smith College,denied
33_NH_179,Barnard College,denied
33_NH_179,Reed College,denied
33_NH_180,William Jewell College,accepted
33_NH_180,Lawrence Technological University,accepted
33_NH_180,Texas Tech University,accepted
33_NH_180,San Diego State University,accepted
33_NH_180,University of Montana,accepted
33_NH_180,Mount Holyoke College,denied
33_NH_180,Colorado College,denied
33_NH_180,Smith College,denied
33_NH_180,Barnard College,denied
33_NH_180,Reed College,denied
33_NH_181,William Jewell College,pending
33_NH_181,Lawrence Technological University,accepted
33_NH_181,San Diego State University,pending
33_NH_181,University of Arizona,pending
33_NH_181,University of Houston,accepted
33_NH_181,Mount Holyoke College,denied
33_NH_181,Colorado College,denied
33_NH_181,Smith College,denied
33_NH_181,Barnard College,pending
33_NH_181,Reed College,denied
33_NH_182,Samford University,accepted
33_NH_182,Gordon College,accepted
33_NH_182,Roger Williams University,accepted
33_NH_182,University of Kentucky,accepted
33_NH_182,University of Arkansas,pending
33_NH_182,Colorado College,denied
33_NH_182,Smith College,denied
33_NH_182,"California State University, East Bay",accepted
33_NH_182,Barnard College,pending
33_NH_182,Reed College,denied
33_NH_183,Samford University,accepted
33_NH_183,Gordon College,pending
33_NH_183,Roger Williams University,accepted
33_NH_183,University of Kentucky,accepted
33_NH_183,University of Arkansas,accepted
33_NH_183,"California State University, East Bay",accepted
33_NH_183,Colorado College,denied
33_NH_183,Smith College,denied
33_NH_183,Barnard College,denied
33_NH_183,Reed College,denied
33_NH_184,Lawrence Technological University,accepted
33_NH_184,William Jewell College,accepted
33_NH_184,Siena College,accepted
33_NH_184,Nova Southeastern University,accepted
33_NH_184,University of Maine,accepted
33_NH_184,Mount Holyoke College,denied
33_NH_184,Colorado College,denied
33_NH_184,Smith College,denied
33_NH_184,Barnard College,denied
33_NH_184,Reed College,denied
33_NH_185,William Jewell College,accepted
33_NH_185,Lawrence Technological University,pending
33_NH_185,Texas Tech University,accepted
33_NH_185,San Diego State University,accepted
33_NH_185,University of Montana,accepted
33_NH_185,Mount Holyoke College,denied
33_NH_185,Colorado College,denied
33_NH_185,Smith College,denied
33_NH_185,Barnard College,denied
33_NH_185,Reed College,denied
33_NH_186,Texas Tech University,accepted
33_NH_186,University of Montana,accepted
33_NH_186,University of Maine,accepted
33_NH_186,Utah State University,accepted
33_NH_186,Nova Southeastern University,accepted
33_NH_186,Mount Holyoke College,denied
33_NH_186,Colorado College,denied
33_NH_186,Smith College,denied
33_NH_186,Barnard College,denied
33_NH_186,Reed College,denied
33_NH_187,William Jewell College,accepted
33_NH_187,Lawrence Technological University,accepted
33_NH_187,Texas Tech University,accepted
33_NH_187,San Diego State University,accepted
33_NH_187,University of Montana,accepted
33_NH_187,Mount Holyoke College,denied
33_NH_187,Colorado College,pending
33_NH_187,Smith College,denied
33_NH_187,Barnard College,denied
33_NH_187,Reed College,pending
33_NH_188,Lawrence Technological University,accepted
33_NH_188,William Jewell College,pending
33_NH_188,Siena College,accepted
33_NH_188,University of Maine,accepted
33_NH_188,Nova Southeastern University,accepted
33_NH_188,Mount Holyoke College,denied
33_NH_188,Colorado College,denied
33_NH_188,Smith College,denied
33_NH_188,Barnard College,denied
33_NH_188,Reed College,denied
33_NH_189,Utah State University,accepted
33_NH_189,University of Montana,accepted
33_NH_189,Texas Tech University,accepted
33_NH_189,University of Maine,accepted
33_NH_189,Nova Southeastern University,accepted
33_NH_189,Mount Holyoke College,denied
33_NH_189,Colorado College,denied
33_NH_189,Smith College,pending
33_NH_189,Barnard College,denied
33_NH_189,Reed College,denied
33_NH_190,William Jewell College,pending
33_NH_190,Lawrence Technological University,accepted
33_NH_190,San Diego State University,accepted
33_NH_190,University of Arizona,accepted
33_NH_190,University of Houston,accepted
33_NH_190,Mount Holyoke College,pending
33_NH_190,Colorado College,denied
33_NH_190,Smith College,denied
33_NH_190,Barnard College,denied
33_NH_190,Reed College,denied
33_NH_191,William Jewell College,accepted
33_NH_191,Lawrence Technological University,accepted
33_NH_191,Texas Tech University,accepted
33_NH_191,San Diego State University,accepted
33_NH_191,University of Montana,accepted
33_NH_191,Mount Holyoke College,denied
33_NH_191,Colorado College,denied
33_NH_191,Smith College,denied
33_NH_191,Barnard College,denied
33_NH_191,Reed College,denied
33_NH_192,William Jewell College,accepted
33_NH_192,Lawrence Technological University,accepted
33_NH_192,Texas Tech University,accepted
33_NH_192,San Diego State University,accepted
33_NH_192,University of Montana,accepted
33_NH_192,Mount Holyoke College,denied
33_NH_192,Colorado College,denied
33_NH_192,Smith College,pending
33_NH_192,Barnard College,denied
33_NH_192,Reed College,denied
33_NH_193,Samford University,accepted
33_NH_193,Gordon College,pending
33_NH_193,Roger Williams University,accepted
33_NH_193,University of Kentucky,accepted
33_NH_193,University of Arkansas,accepted
33_NH_193,Colorado College,denied
33_NH_193,Smith College,denied
33_NH_193,"California State University, East Bay",accepted
33_NH_193,Barnard College,denied
33_NH_193,Reed College,pending
33_NH_194,William Jewell College,accepted
33_NH_194,Lawrence Technological University,accepted
33_NH_194,San Diego State University,accepted
33_NH_194,University of Arizona,accepted
33_NH_194,University of Houston,accepted
33_NH_194,Mount Holyoke College,denied
33_NH_194,Colorado College,denied
33_NH_194,Smith College,denied
33_NH_194,Barnard College,denied
33_NH_194,Reed College,denied
33_NH_195,Lawrence Technological University,accepted
33_NH_195,William Jewell College,accepted
33_NH_195,Siena College,pending
33_NH_195,University of Maine,accepted
33_NH_195,Nova Southeastern University,accepted
33_NH_195,Mount Holyoke College,denied
33_NH_195,Colorado College,denied
33_NH_195,Smith College,denied
33_NH_195,Barnard College,denied
33_NH_195,Reed College,denied
33_NH_196,Texas Tech University,accepted
33_NH_196,University of Montana,accepted
33_NH_196,University of Maine,accepted
33_NH_196,Utah State University,accepted
33_NH_196,Nova Southeastern University,accepted
33_NH_196,Mount Holyoke College,denied
33_NH_196,Colorado College,denied
33_NH_196,Smith College,denied
33_NH_196,Barnard College,denied
33_NH_196,Reed College,denied
33_NH_197,University of Maine,accepted
33_NH_197,Nova Southeastern University,accepted
33_NH_197,Texas Tech University,accepted
33_NH_197,University of Montana,accepted
33_NH_197,Utah State University,accepted
33_NH_197,Mount Holyoke College,pending
33_NH_197,Colorado College,denied
33_NH_197,Smith College,pending
33_NH_197,Barnard College,denied
33_NH_197,Reed College,denied
33_NH_198,Texas Tech University,accepted
33_NH_198,University of Montana,accepted
33_NH_198,University of Maine,accepted
33_NH_198,Utah State University,accepted
33_NH_198,Nova Southeastern University,accepted
33_NH_198,Mount Holyoke College,denied
33_NH_198,Colorado College,denied
33_NH_198,Smith College,denied
33_NH_198,Barnard College,denied
33_NH_198,Reed College,denied
33_NH_199,Samford University,accepted
33_NH_199,Gordon College,accepted
33_NH_199,Roger Williams University,accepted
33_NH_199,University of Kentucky,accepted
33_NH_199,University of Arkansas,accepted
33_NH_199,Eastern Washington University,accepted
33_NH_199,Smith College,denied
33_NH_199,Barnard College,denied
33_NH_199,Reed College,denied
33_NH_199,New York University,denied
30_OH_0,Gannon University,accepted
30_OH_0,Iona College,accepted
30_OH_0,Illinois College,accepted
30_OH_0,Florida Gulf Coast University,accepted
30_OH_0,Stevenson University,accepted
30_OH_0,Idaho State University,accepted
30_OH_0,Mount Holyoke College,denied
30_OH_0,Colorado College,denied
30_OH_0,Smith College,denied
30_OH_0,Barnard College,denied
30_OH_1,Illinois College,pending
30_OH_1,Iona College,accepted
30_OH_1,Gannon University,accepted
30_OH_1,University of Hartford,accepted
30_OH_1,Central Connecticut State University,pending
30_OH_1,University of Richmond,denied
30_OH_1,Mount Holyoke College,denied
30_OH_1,Colorado College,denied
30_OH_1,Smith College,denied
30_OH_1,Barnard College,accepted
30_OH_2,Iona College,accepted
30_OH_2,Illinois College,accepted
30_OH_2,Gannon University,accepted
30_OH_2,Florida Gulf Coast University,accepted
30_OH_2,Suffolk University,pending
30_OH_2,University of Richmond,denied
30_OH_2,Mount Holyoke College,denied
30_OH_2,Colorado College,denied
30_OH_2,Smith College,pending
30_OH_2,Barnard College,denied
30_OH_3,Gannon University,pending
30_OH_3,Iona College,accepted
30_OH_3,Illinois College,accepted
30_OH_3,Florida Gulf Coast University,pending
30_OH_3,Stevenson University,accepted
30_OH_3,Idaho State University,accepted
30_OH_3,Mount Holyoke College,denied
30_OH_3,Colorado College,denied
30_OH_3,Smith College,denied
30_OH_3,Barnard College,denied
30_OH_4,Illinois College,accepted
30_OH_4,Iona College,accepted
30_OH_4,Gannon University,accepted
30_OH_4,University of Hartford,accepted
30_OH_4,Central Connecticut State University,accepted
30_OH_4,University of Richmond,denied
30_OH_4,Mount Holyoke College,denied
30_OH_4,Colorado College,denied
30_OH_4,Smith College,pending
30_OH_4,Barnard College,denied
30_OH_5,Stevenson University,accepted
30_OH_5,Central Connecticut State University,accepted
30_OH_5,"University of Nevada, Las Vegas",accepted
30_OH_5,Gannon University,accepted
30_OH_5,Florida Gulf Coast University,accepted
30_OH_5,University of Richmond,denied
30_OH_5,Mount Holyoke College,denied
30_OH_5,Colorado College,denied
30_OH_5,Smith College,denied
30_OH_5,Barnard College,denied
30_OH_6,Gannon University,accepted
30_OH_6,Iona College,accepted
30_OH_6,Florida Gulf Coast University,accepted
30_OH_6,Illinois College,accepted
30_OH_6,The College of St Scholastica,accepted
30_OH_6,Idaho State University,accepted
30_OH_6,Mount Holyoke College,denied
30_OH_6,Colorado College,denied
30_OH_6,Smith College,denied
30_OH_6,Barnard College,denied
30_OH_7,Iona College,accepted
30_OH_7,Illinois College,accepted
30_OH_7,Gannon University,accepted
30_OH_7,Florida Gulf Coast University,accepted
30_OH_7,Suffolk University,accepted
30_OH_7,University of Richmond,denied
30_OH_7,Mount Holyoke College,denied
30_OH_7,Colorado College,denied
30_OH_7,Smith College,denied
30_OH_7,Barnard College,denied
30_OH_8,Central Connecticut State University,accepted
30_OH_8,Stevenson University,accepted
30_OH_8,Illinois College,pending
30_OH_8,Iona College,pending
30_OH_8,Gannon University,accepted
30_OH_8,University of Richmond,denied
30_OH_8,Mount Holyoke College,denied
30_OH_8,Colorado College,denied
30_OH_8,Smith College,denied
30_OH_8,Barnard College,denied
30_OH_9,Gannon University,accepted
30_OH_9,Iona College,accepted
30_OH_9,Illinois College,accepted
30_OH_9,Florida Gulf Coast University,accepted
30_OH_9,Stevenson University,accepted
30_OH_9,Idaho State University,accepted
30_OH_9,Mount Holyoke College,denied
30_OH_9,Colorado College,denied
30_OH_9,Smith College,denied
30_OH_9,Barnard College,denied
30_OH_10,Gannon University,accepted
30_OH_10,Iona College,accepted
30_OH_10,Illinois College,accepted
30_OH_10,Florida Gulf Coast University,accepted
30_OH_10,Stevenson University,accepted
30_OH_10,Idaho State University,accepted
30_OH_10,Mount Holyoke College,denied
30_OH_10,Colorado College,denied
30_OH_10,Smith College,denied
30_OH_10,Barnard College,denied
30_OH_11,Stevenson University,accepted
30_OH_11,Central Connecticut State University,accepted
30_OH_11,"University of Nevada, Las Vegas",accepted
30_OH_11,Gannon University,accepted
30_OH_11,Florida Gulf Coast University,accepted
30_OH_11,University of Richmond,pending
30_OH_11,Mount Holyoke College,denied
30_OH_11,Colorado College,denied
30_OH_11,Smith College,denied
30_OH_11,Barnard College,denied
30_OH_12,Gannon University,accepted
30_OH_12,Iona College,pending
30_OH_12,Florida Gulf Coast University,pending
30_OH_12,Illinois College,accepted
30_OH_12,The College of St Scholastica,accepted
30_OH_12,Idaho State University,accepted
30_OH_12,Mount Holyoke College,denied
30_OH_12,Colorado College,denied
30_OH_12,Smith College,denied
30_OH_12,Barnard College,denied
30_OH_13,Gannon University,pending
30_OH_13,Iona College,accepted
30_OH_13,Illinois College,pending
30_OH_13,Florida Gulf Coast University,accepted
30_OH_13,Stevenson University,accepted
30_OH_13,Idaho State University,accepted
30_OH_13,Mount Holyoke College,denied
30_OH_13,Colorado College,pending
30_OH_13,Smith College,denied
30_OH_13,Barnard College,denied
30_OH_14,Iona College,accepted
30_OH_14,Illinois College,accepted
30_OH_14,Gannon University,pending
30_OH_14,Florida Gulf Coast University,accepted
30_OH_14,Suffolk University,accepted
30_OH_14,University of Richmond,denied
30_OH_14,Mount Holyoke College,denied
30_OH_14,Colorado College,denied
30_OH_14,Smith College,denied
30_OH_14,Barnard College,denied
30_OH_15,Gannon University,pending
30_OH_15,Florida Gulf Coast University,accepted
30_OH_15,The College of St Scholastica,accepted
30_OH_15,Iona College,accepted
30_OH_15,Illinois College,accepted
30_OH_15,Idaho State University,accepted
30_OH_15,Mount Holyoke College,denied
30_OH_15,Colorado College,denied
30_OH_15,Smith College,denied
30_OH_15,Barnard College,denied
30_OH_16,Stevenson University,pending
30_OH_16,Central Connecticut State University,accepted
30_OH_16,Gannon University,accepted
30_OH_16,Iona College,accepted
30_OH_16,Illinois College,accepted
30_OH_16,University of Richmond,pending
30_OH_16,Mount Holyoke College,denied
30_OH_16,Colorado College,denied
30_OH_16,Smith College,pending
30_OH_16,Barnard College,denied
30_OH_17,Moravian College,accepted
30_OH_17,St Bonaventure University,accepted
30_OH_17,Suffolk University,accepted
30_OH_17,University of Hartford,accepted
30_OH_17,Nova Southeastern University,accepted
30_OH_17,Mount Holyoke College,denied
30_OH_17,Colorado College,denied
30_OH_17,Smith College,denied
30_OH_17,Barnard College,denied
30_OH_17,Reed College,denied
30_OH_18,Gannon University,accepted
30_OH_18,Iona College,accepted
30_OH_18,Florida Gulf Coast University,accepted
30_OH_18,Illinois College,accepted
30_OH_18,The College of St Scholastica,accepted
30_OH_18,Idaho State University,accepted
30_OH_18,Mount Holyoke College,denied
30_OH_18,Colorado College,denied
30_OH_18,Smith College,denied
30_OH_18,Barnard College,denied
30_OH_19,Gannon University,accepted
30_OH_19,Iona College,accepted
30_OH_19,Illinois College,accepted
30_OH_19,Florida Gulf Coast University,accepted
30_OH_19,Stevenson University,accepted
30_OH_19,Idaho State University,accepted
30_OH_19,Mount Holyoke College,denied
30_OH_19,Colorado College,pending
30_OH_19,Smith College,denied
30_OH_19,Barnard College,denied
30_OH_20,Iona College,accepted
30_OH_20,Illinois College,accepted
30_OH_20,Gannon University,accepted
30_OH_20,Florida Gulf Coast University,accepted
30_OH_20,Suffolk University,accepted
30_OH_20,University of Richmond,pending
30_OH_20,Mount Holyoke College,denied
30_OH_20,Colorado College,denied
30_OH_20,Smith College,denied
30_OH_20,Barnard College,pending
30_OH_21,Gannon University,accepted
30_OH_21,Iona College,accepted
30_OH_21,Illinois College,accepted
30_OH_21,Florida Gulf Coast University,accepted
30_OH_21,Stevenson University,accepted
30_OH_21,Idaho State University,accepted
30_OH_21,Mount Holyoke College,denied
30_OH_21,Colorado College,denied
30_OH_21,Smith College,denied
30_OH_21,Barnard College,denied
30_OH_22,Gannon University,accepted
30_OH_22,Iona College,accepted
30_OH_22,Illinois College,accepted
30_OH_22,Florida Gulf Coast University,accepted
30_OH_22,Stevenson University,accepted
30_OH_22,Idaho State University,accepted
30_OH_22,Mount Holyoke College,denied
30_OH_22,Colorado College,denied
30_OH_22,Smith College,denied
30_OH_22,Barnard College,denied
30_OH_23,Gannon University,accepted
30_OH_23,Iona College,accepted
30_OH_23,Illinois College,accepted
30_OH_23,Florida Gulf Coast University,accepted
30_OH_23,Stevenson University,accepted
30_OH_23,Idaho State University,accepted
30_OH_23,Mount Holyoke College,denied
30_OH_23,Colorado College,denied
30_OH_23,Smith College,denied
30_OH_23,Barnard College,denied
30_OH_24,Stevenson University,accepted
30_OH_24,Central Connecticut State University,accepted
30_OH_24,Gannon University,accepted
30_OH_24,"University of Nevada, Las Vegas",accepted
30_OH_24,Iona College,accepted
30_OH_24,University of Richmond,denied
30_OH_24,Mount Holyoke College,denied
30_OH_24,Colorado College,denied
30_OH_24,Smith College,denied
30_OH_24,Barnard College,denied
30_OH_25,Stevenson University,accepted
30_OH_25,Central Connecticut State University,accepted
30_OH_25,Gannon University,accepted
30_OH_25,"University of Nevada, Las Vegas",accepted
30_OH_25,Iona College,accepted
30_OH_25,University of Richmond,pending
30_OH_25,Mount Holyoke College,pending
30_OH_25,Colorado College,denied
30_OH_25,Smith College,denied
30_OH_25,Barnard College,denied
30_OH_26,Gannon University,accepted
30_OH_26,Iona College,accepted
30_OH_26,Illinois College,accepted
30_OH_26,Florida Gulf Coast University,accepted
30_OH_26,Stevenson University,accepted
30_OH_26,Idaho State University,accepted
30_OH_26,Mount Holyoke College,denied
30_OH_26,Colorado College,denied
30_OH_26,Smith College,denied
30_OH_26,Barnard College,denied
30_OH_27,Iona College,accepted
30_OH_27,Illinois College,accepted
30_OH_27,Gannon University,accepted
30_OH_27,Florida Gulf Coast University,pending
30_OH_27,Suffolk University,accepted
30_OH_27,University of Richmond,denied
30_OH_27,Mount Holyoke College,denied
30_OH_27,Colorado College,pending
30_OH_27,Smith College,denied
30_OH_27,Barnard College,denied
30_OH_28,Gannon University,pending
30_OH_28,Iona College,accepted
30_OH_28,Illinois College,accepted
30_OH_28,Florida Gulf Coast University,accepted
30_OH_28,Stevenson University,accepted
30_OH_28,Idaho State University,accepted
30_OH_28,Mount Holyoke College,denied
30_OH_28,Colorado College,denied
30_OH_28,Smith College,denied
30_OH_28,Barnard College,denied
30_OH_29,Stevenson University,accepted
30_OH_29,Central Connecticut State University,accepted
30_OH_29,Gannon University,accepted
30_OH_29,"University of Nevada, Las Vegas",accepted
30_OH_29,Iona College,accepted
30_OH_29,University of Richmond,denied
30_OH_29,Mount Holyoke College,pending
30_OH_29,Colorado College,denied
30_OH_29,Smith College,denied
30_OH_29,Barnard College,denied
30_OH_30,Gannon University,pending
30_OH_30,Iona College,accepted
30_OH_30,Illinois College,accepted
30_OH_30,Florida Gulf Coast University,accepted
30_OH_30,Stevenson University,accepted
30_OH_30,Idaho State University,accepted
30_OH_30,Mount Holyoke College,denied
30_OH_30,Colorado College,denied
30_OH_30,Smith College,denied
30_OH_30,Barnard College,denied
30_OH_31,Gannon University,accepted
30_OH_31,Iona College,accepted
30_OH_31,Illinois College,accepted
30_OH_31,Florida Gulf Coast University,accepted
30_OH_31,Stevenson University,accepted
30_OH_31,Idaho State University,accepted
30_OH_31,Mount Holyoke College,denied
30_OH_31,Colorado College,denied
30_OH_31,Smith College,denied
30_OH_31,Barnard College,denied
30_OH_32,Iona College,accepted
30_OH_32,Illinois College,accepted
30_OH_32,Gannon University,accepted
30_OH_32,Florida Gulf Coast University,accepted
30_OH_32,Suffolk University,pending
30_OH_32,University of Richmond,denied
30_OH_32,Mount Holyoke College,denied
30_OH_32,Colorado College,pending
30_OH_32,Smith College,denied
30_OH_32,Barnard College,denied
30_OH_33,Gannon University,accepted
30_OH_33,Iona College,accepted
30_OH_33,Florida Gulf Coast University,accepted
30_OH_33,Illinois College,accepted
30_OH_33,The College of St Scholastica,accepted
30_OH_33,Idaho State University,accepted
30_OH_33,Mount Holyoke College,denied
30_OH_33,Colorado College,pending
30_OH_33,Smith College,denied
30_OH_33,Barnard College,denied
30_OH_34,Stevenson University,accepted
30_OH_34,Central Connecticut State University,accepted
30_OH_34,Gannon University,accepted
30_OH_34,Iona College,accepted
30_OH_34,Illinois College,accepted
30_OH_34,University of Richmond,denied
30_OH_34,Mount Holyoke College,denied
30_OH_34,Colorado College,denied
30_OH_34,Smith College,denied
30_OH_34,Barnard College,pending
30_OH_35,Gannon University,accepted
30_OH_35,Iona College,accepted
30_OH_35,Illinois College,accepted
30_OH_35,Florida Gulf Coast University,pending
30_OH_35,Stevenson University,accepted
30_OH_35,Idaho State University,accepted
30_OH_35,Mount Holyoke College,denied
30_OH_35,Colorado College,denied
30_OH_35,Smith College,denied
30_OH_35,Barnard College,denied
30_OH_36,Moravian College,accepted
30_OH_36,Suffolk University,accepted
30_OH_36,St Bonaventure University,accepted
30_OH_36,University of Hartford,accepted
30_OH_36,Nova Southeastern University,accepted
30_OH_36,Mount Holyoke College,denied
30_OH_36,Colorado College,denied
30_OH_36,Smith College,denied
30_OH_36,Barnard College,denied
30_OH_36,Reed College,denied
30_OH_37,Stevenson University,accepted
30_OH_37,Central Connecticut State University,accepted
30_OH_37,Gannon University,accepted
30_OH_37,Iona College,accepted
30_OH_37,Illinois College,accepted
30_OH_37,University of Richmond,denied
30_OH_37,Mount Holyoke College,denied
30_OH_37,Colorado College,denied
30_OH_37,Smith College,pending
30_OH_37,Barnard College,denied
30_OH_38,Gannon University,accepted
30_OH_38,Florida Gulf Coast University,accepted
30_OH_38,The College of St Scholastica,accepted
30_OH_38,Iona College,accepted
30_OH_38,Illinois College,accepted
30_OH_38,Idaho State University,accepted
30_OH_38,Mount Holyoke College,denied
30_OH_38,Colorado College,denied
30_OH_38,Smith College,denied
30_OH_38,Barnard College,denied
30_OH_39,Illinois College,accepted
30_OH_39,Iona College,accepted
30_OH_39,Gannon University,accepted
30_OH_39,University of Hartford,accepted
30_OH_39,Central Connecticut State University,accepted
30_OH_39,University of Richmond,denied
30_OH_39,Mount Holyoke College,denied
30_OH_39,Colorado College,pending
30_OH_39,Smith College,denied
30_OH_39,Barnard College,denied
30_SC_40,Moravian College,accepted
30_SC_40,Suffolk University,accepted
30_SC_40,St Bonaventure University,pending
30_SC_40,University of Hartford,accepted
30_SC_40,Nova Southeastern University,accepted
30_SC_40,Mount Holyoke College,denied
30_SC_40,Colorado College,denied
30_SC_40,Smith College,denied
30_SC_40,Barnard College,denied
30_SC_40,Reed College,denied
30_SC_41,Gannon University,pending
30_SC_41,Iona College,pending
30_SC_41,Illinois College,accepted
30_SC_41,Florida Gulf Coast University,accepted
30_SC_41,Stevenson University,accepted
30_SC_41,Idaho State University,accepted
30_SC_41,Mount Holyoke College,denied
30_SC_41,Colorado College,denied
30_SC_41,Smith College,denied
30_SC_41,Barnard College,denied
30_SC_42,Illinois College,accepted
30_SC_42,Iona College,accepted
30_SC_42,Gannon University,accepted
30_SC_42,University of Hartford,accepted
30_SC_42,Central Connecticut State University,accepted
30_SC_42,University of Richmond,pending
30_SC_42,Mount Holyoke College,denied
30_SC_42,Colorado College,denied
30_SC_42,Smith College,denied
30_SC_42,Barnard College,denied
30_SC_43,Stevenson University,accepted
30_SC_43,Central Connecticut State University,accepted
30_SC_43,"University of Nevada, Las Vegas",accepted
30_SC_43,Gannon University,accepted
30_SC_43,Florida Gulf Coast University,accepted
30_SC_43,University of Richmond,denied
30_SC_43,Mount Holyoke College,denied
30_SC_43,Colorado College,denied
30_SC_43,Smith College,denied
30_SC_43,Barnard College,denied
30_SC_44,Illinois College,accepted
30_SC_44,Iona College,accepted
30_SC_44,Gannon University,accepted
30_SC_44,University of Hartford,accepted
30_SC_44,Central Connecticut State University,accepted
30_SC_44,University of Richmond,denied
30_SC_44,Mount Holyoke College,pending
30_SC_44,Colorado College,denied
30_SC_44,Smith College,denied
30_SC_44,Barnard College,denied
30_SC_45,Illinois College,accepted
30_SC_45,Iona College,accepted
30_SC_45,Gannon University,accepted
30_SC_45,University of Hartford,accepted
30_SC_45,Central Connecticut State University,accepted
30_SC_45,University of Richmond,pending
30_SC_45,Mount Holyoke College,denied
30_SC_45,Colorado College,denied
30_SC_45,Smith College,denied
30_SC_45,Barnard College,denied
30_SC_46,Gannon University,accepted
30_SC_46,Iona College,accepted
30_SC_46,Illinois College,accepted
30_SC_46,Florida Gulf Coast University,pending
30_SC_46,Stevenson University,accepted
30_SC_46,Idaho State University,accepted
30_SC_46,Mount Holyoke College,denied
30_SC_46,Colorado College,denied
30_SC_46,Smith College,denied
30_SC_46,Barnard College,denied
30_SC_47,Iona College,accepted
30_SC_47,Illinois College,accepted
30_SC_47,Gannon University,accepted
30_SC_47,Florida Gulf Coast University,accepted
30_SC_47,Suffolk University,accepted
30_SC_47,University of Richmond,denied
30_SC_47,Mount Holyoke College,denied
30_SC_47,Colorado College,denied
30_SC_47,Smith College,pending
30_SC_47,Barnard College,denied
30_SC_48,Moravian College,accepted
30_SC_48,Suffolk University,accepted
30_SC_48,St Bonaventure University,accepted
30_SC_48,University of Hartford,accepted
30_SC_48,Nova Southeastern University,accepted
30_SC_48,Mount Holyoke College,denied
30_SC_48,Colorado College,denied
30_SC_48,Smith College,denied
30_SC_48,Barnard College,denied
30_SC_48,Reed College,denied
30_SC_49,Moravian College,accepted
30_SC_49,Suffolk University,accepted
30_SC_49,St Bonaventure University,pending
